Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,phase_sync_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,max_repeated_frames,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_frag_inst_per_pixel,avg_vert_inst_per_pixel,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,dynres_recommendation_percentage,dynres_recommendation_width,dynres_recommendation_height
54003,537,437,68,43,9999,0,1500,0,3838,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,2357,1736,0,23,27,33,27,9,14,23,0,0,31,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
55003,537,437,68,43,9999,0,1500,0,3836,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,880,1707,0,19,36,39,35,5,14,19,0,0,21,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
56003,537,437,68,43,9999,0,1500,0,3836,7500,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1250,1714,0,15,31,29,38,9,10,15,0,0,22,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
57003,537,437,68,43,9999,0,1500,0,3836,7500,3,2,1651,456,1708,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1326,1712,0,15,45,36,22,9,14,15,0,0,23,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
58003,537,437,68,43,9999,0,1500,0,3836,7338,3,2,1651,456,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,1160,1714,0,25,36,42,42,5,25,23,0,0,22,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
59003,537,437,68,43,9999,0,1500,0,3836,7500,3,2,1651,456,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,1086,1714,0,21,39,33,26,21,5,11,0,0,21,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
60003,537,437,68,43,9999,0,1500,0,3836,6904,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1204,1710,0,25,42,36,39,13,10,25,0,0,22,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
61003,537,437,68,43,9999,0,1500,0,3836,7500,3,2,1651,456,1708,1,0,1,72,72,22,0,0,0,0,0,2192,2288,830,1710,0,19,38,39,35,9,14,19,0,0,19,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
62003,537,437,68,43,9999,0,1500,0,3836,7500,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,873,1714,0,10,38,38,39,10,10,10,0,0,20,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
63003,537,437,68,43,9999,0,1500,0,3836,7500,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1019,1718,0,15,33,33,27,9,14,15,0,0,21,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
64003,537,437,68,43,9999,0,1500,0,3836,7500,3,2,1651,456,1708,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1321,1719,0,22,42,36,31,5,5,22,0,0,23,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
65003,537,437,68,43,9999,0,1500,0,3824,7089,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1183,1724,0,30,42,35,33,13,14,30,0,0,22,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
66004,537,437,68,42,9999,0,1500,0,3824,7495,3,2,1651,456,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,1060,1714,0,19,38,39,40,0,10,19,0,0,21,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
67004,537,437,68,42,9999,0,1500,0,3824,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,1,0,0,2192,2288,1000,1714,0,19,35,42,27,9,5,19,0,0,21,0,0,12018,633,0,370,0,370,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
68004,537,437,68,42,9999,0,1500,0,3824,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1134,1717,0,15,27,33,35,5,13,15,0,0,21,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
69004,537,437,68,42,9999,0,1500,0,3824,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1174,1719,0,23,31,33,30,9,5,23,0,0,22,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
70004,537,437,68,42,9999,0,1500,0,3824,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1181,1710,0,26,36,50,26,5,14,26,0,0,21,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
71004,537,437,68,42,9999,0,1500,0,3824,7500,3,2,1651,456,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,878,1608,0,23,45,50,33,9,14,23,0,0,21,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
72004,537,437,68,42,9999,0,1500,0,3824,7500,3,3,1651,492,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1241,1956,48,23,44,42,39,14,10,23,0,0,25,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,130,100,2192,2288
73023,531,436,68,42,9999,0,1500,0,3824,7500,3,2,1651,456,1708,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1380,1715,0,19,29,38,22,10,19,19,0,0,23,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
74004,531,436,68,42,9999,0,1500,0,3824,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1494,1720,0,19,35,39,33,5,18,19,0,0,24,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
75004,531,436,68,42,9999,0,1500,0,3822,7460,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1632,1724,0,15,38,38,35,10,10,15,0,0,25,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
76004,531,436,68,42,9999,0,1500,0,3822,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1605,1724,0,19,33,38,27,5,14,19,0,0,25,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
77004,531,436,68,42,9999,0,1500,0,3822,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1527,1713,0,19,31,36,36,9,14,19,0,0,24,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
78004,531,436,68,42,9999,0,1500,0,3837,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1381,1717,0,19,33,27,31,5,10,19,0,0,24,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
79004,531,436,68,42,9999,0,1500,0,3837,7500,3,2,1651,456,2000,1,0,1,73,72,23,2,0,0,0,0,2192,2288,1250,1720,0,19,37,37,35,9,10,19,0,0,22,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
80004,531,436,68,42,9999,0,1500,0,3837,7500,3,3,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1174,1956,47,19,41,50,44,5,10,19,0,0,25,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,130,100,2192,2288
81004,531,436,68,42,9999,0,1500,0,3837,7500,3,3,1651,492,2000,1,0,1,72,72,24,0,0,0,0,0,2192,2288,1430,1958,48,18,36,42,38,5,18,15,0,0,27,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,130,100,2192,2288
82004,531,436,68,42,9999,0,1500,0,3837,7500,3,3,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1668,1966,48,15,35,44,38,5,14,15,0,0,28,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,130,100,2192,2288
83005,531,436,68,42,9999,0,1500,0,3837,7500,3,2,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1701,1773,0,15,36,35,27,0,14,15,0,0,26,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
84005,531,436,68,42,9999,0,1500,0,3837,7500,3,3,1651,492,2000,1,0,1,72,72,24,0,0,0,0,0,2192,2288,1487,1954,48,22,33,38,33,9,19,22,0,0,27,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,130,100,2192,2288
85005,531,436,68,42,9999,0,1500,0,3834,7500,3,2,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1775,1724,0,19,39,38,30,9,10,19,0,0,26,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
86005,531,436,68,42,9999,0,1500,0,3834,7500,3,3,1651,456,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1839,1946,45,28,42,44,42,5,10,28,0,0,29,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,130,100,2192,2288
87005,531,436,68,42,9999,0,1500,0,3834,7500,3,2,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,2334,1804,0,27,36,29,35,9,10,27,0,0,31,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
88005,531,436,68,42,9999,0,1500,0,3834,7500,3,2,1651,456,1555,1,0,1,73,72,24,0,0,0,0,0,2192,2288,3384,1755,0,23,45,42,35,5,14,23,0,0,37,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
89005,531,436,68,42,9999,0,1500,0,3834,7500,3,2,1651,456,2000,1,0,1,73,72,25,0,0,0,0,0,2192,2288,3459,1763,0,23,40,39,39,9,10,23,0,0,38,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
90005,531,436,68,42,9999,0,1500,0,3834,7500,3,2,1651,456,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,2742,1731,0,14,44,44,42,10,10,14,0,0,27,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
91005,531,436,68,42,9999,0,1500,0,3834,7499,3,2,1651,456,2000,1,0,1,72,72,24,0,0,0,0,0,2192,2288,1230,1720,0,19,31,39,33,5,10,19,0,0,23,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
92005,531,436,68,42,9999,0,1500,0,3834,7500,3,2,1651,456,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,924,1719,0,19,39,35,43,9,14,19,0,0,20,0,0,12018,633,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
93023,525,408,68,42,9999,0,1500,0,3834,7500,3,2,1651,456,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,927,1721,0,19,50,52,94,14,19,14,0,0,20,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
94005,525,408,68,42,9999,0,1500,0,3834,7500,3,3,1651,492,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1038,1945,48,23,47,47,44,0,10,23,0,0,23,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,130,100,2192,2288
95005,525,408,68,42,9999,0,1500,0,3828,7500,3,3,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1166,1945,48,16,47,59,44,5,14,16,0,0,25,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,130,100,2192,2288
96005,525,408,68,42,9999,0,1500,0,3828,7334,3,3,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1122,1946,51,15,50,52,52,5,14,15,0,0,24,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,130,100,2192,2288
97005,525,408,68,42,9999,0,1500,0,3828,7500,3,2,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1103,1698,0,19,50,47,57,13,5,19,0,0,21,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
98005,525,408,68,42,9999,0,1500,0,3828,7500,3,2,1651,456,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,1165,1717,0,19,31,42,30,4,19,10,0,0,22,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
99006,525,408,68,42,9999,0,1500,0,3828,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1126,1789,0,19,44,44,27,17,19,11,0,0,22,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
100006,525,408,68,42,9999,0,1500,0,3828,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,934,1709,0,25,29,36,36,9,14,25,0,0,20,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
101006,525,408,68,42,9999,0,1500,0,3828,7500,3,3,1651,456,2000,1,0,1,73,72,21,0,0,0,0,0,2192,2288,1475,1957,49,19,47,47,44,4,14,19,0,0,26,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,130,100,2192,2288
102006,525,408,68,42,9999,0,1500,0,3828,7154,3,2,1651,492,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1525,1778,0,19,36,39,26,0,10,19,0,0,25,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
103006,525,408,68,42,9999,0,1500,0,3828,7500,3,3,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1628,1961,49,30,52,50,61,5,10,30,0,0,28,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,130,100,2192,2288
104006,525,408,68,42,9999,0,1500,0,3828,7500,3,3,1651,492,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1767,1954,50,19,44,38,39,5,18,19,0,0,29,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
105006,525,408,68,42,9999,0,1500,0,3830,7500,3,3,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1875,1955,50,27,38,42,42,0,10,27,0,0,29,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
106006,525,408,68,42,9999,0,1500,0,3830,7500,3,3,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1971,1966,50,15,47,42,36,5,10,15,0,0,30,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
107006,525,408,68,42,9999,0,1500,0,3830,7500,3,3,1651,492,1708,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1944,1965,49,27,45,36,39,5,5,27,0,0,30,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,130,100,2192,2288
108006,525,408,68,42,9999,0,1500,0,3830,7500,3,3,1651,492,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1975,1963,49,23,39,36,42,5,19,23,0,0,31,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,130,100,2192,2288
109006,525,408,68,42,9999,0,1500,0,3830,7500,3,3,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1979,1961,50,19,36,42,40,9,10,19,0,0,30,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
110006,525,408,68,42,9999,0,1500,0,3830,7500,3,2,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1981,1722,0,19,44,42,39,13,10,19,0,0,27,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
111006,525,408,68,42,9999,0,1500,0,3830,7500,3,3,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,2035,1978,51,27,37,47,47,14,14,27,0,0,30,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,130,100,2192,2288
112007,525,408,68,42,9999,0,1500,0,3830,7500,3,3,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,2128,1964,51,15,47,50,42,9,14,15,0,0,31,0,0,12002,604,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,130,100,2192,2288
113023,516,408,68,42,9999,0,1500,0,3830,7500,3,3,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1950,1970,50,19,50,52,47,13,19,19,0,0,30,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
114007,516,408,68,42,9999,0,1500,0,3830,7500,3,3,1651,492,2000,1,0,1,72,72,24,0,0,0,0,0,2192,2288,1904,1967,50,19,47,50,42,9,14,19,0,0,30,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
115007,516,408,68,42,9999,0,1500,0,3811,7500,3,3,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1974,1975,50,19,41,50,44,5,19,19,0,0,31,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
