Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,power_wattage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,phase_sync_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_uss_MB,stale_frames_consecutive,max_repeated_frames,screen_fill_rate_left_eye,screen_fill_rate_right_eye,screen_fill_rate,screen_red_intensity_left_eye,screen_red_intensity_right_eye,screen_red_intensity,screen_green_intensity_left_eye,screen_green_intensity_right_eye,screen_green_intensity,screen_blue_intensity_left_eye,screen_blue_intensity_right_eye,screen_blue_intensity,screen_color_intensity_left_eye,screen_color_intensity_right_eye,screen_color_intensity,screen_brightness,screen_dimming,screen_power_consumption,hands_input_extra_delay,eyes_input_extra_delay,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_frag_inst_per_pixel,avg_vert_inst_per_pixel,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale,dynres_recommendation_percentage,dynres_recommendation_width,dynres_recommendation_height
116007,516,408,68,43,9999,0,1500,0,3811,7500,3,3,1651,492,2000,1,0,1,72,72,24,0,0,0,0,0,2192,2288,1944,1976,50,15,47,47,42,13,14,15,0,0,30,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
117007,516,408,68,43,9999,0,1500,0,3811,7500,3,3,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1826,1962,49,19,42,47,42,10,5,19,0,0,29,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,130,100,2192,2288
118007,516,408,68,43,9999,0,1500,0,3811,7500,3,3,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1775,1972,50,23,52,52,35,5,10,23,0,0,29,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
119007,516,408,68,43,9999,0,1500,0,3811,7500,3,3,1651,492,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1777,1967,51,23,31,47,33,5,10,23,0,0,29,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,130,100,2192,2288
120007,516,408,68,43,9999,0,1500,0,3811,7500,3,3,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1739,1966,50,28,47,55,44,10,10,28,0,0,29,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
121007,516,408,68,43,9999,0,1500,0,3811,7500,3,3,1651,492,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1736,1967,50,27,35,44,42,5,14,27,0,0,28,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
122007,516,408,68,43,9999,0,1500,0,3811,7500,3,3,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1700,1960,50,19,44,37,38,5,10,19,0,0,29,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
123007,516,408,68,43,9999,0,1500,0,3811,7500,3,3,1651,492,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1860,1971,51,19,47,50,42,5,5,19,0,0,29,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,130,100,2192,2288
124007,516,408,68,43,9999,0,1500,0,3811,7500,3,3,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,2024,1963,50,19,44,37,38,10,10,19,0,0,31,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
125007,516,408,68,43,9999,0,1500,0,3805,7500,3,3,1651,492,2000,1,0,1,72,72,24,0,0,0,0,0,2192,2288,1803,1961,49,25,52,47,38,10,10,25,0,0,30,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,130,100,2192,2288
126007,516,408,68,43,9999,0,1500,0,3805,7500,3,3,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1913,1968,49,19,35,44,42,10,14,19,0,0,30,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,130,100,2192,2288
127007,516,408,68,43,9999,0,1500,0,3805,7500,3,3,1651,492,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1806,1961,50,22,35,50,44,5,10,22,0,0,29,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
128007,516,408,68,43,9999,0,1500,0,3805,7500,3,2,1651,492,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,1975,1634,0,19,33,44,31,5,14,19,0,0,27,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
129008,516,408,68,43,9999,0,1500,0,3805,7500,3,2,1651,456,2000,1,0,1,72,72,24,0,0,0,0,0,2192,2288,1943,1735,0,23,38,38,27,5,10,23,0,0,28,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
130008,516,408,68,43,9999,0,1500,0,3805,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1696,1740,0,16,42,47,39,9,14,16,0,0,26,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
131008,516,408,68,43,9999,0,1500,0,3805,7320,3,3,1651,492,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1650,1970,48,23,41,37,47,13,19,23,0,0,28,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,130,100,2192,2288
132008,516,408,67,43,9999,0,1500,0,3829,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1393,1713,0,18,60,57,85,5,18,10,0,0,23,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
133024,516,408,67,43,9999,0,1500,0,3829,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1784,1729,0,23,55,57,63,0,10,23,0,0,26,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
134008,516,408,67,43,9999,0,1500,0,3829,7500,3,2,1651,456,2000,1,0,1,73,72,24,0,0,0,0,0,2192,2288,2744,1760,0,23,47,52,44,10,5,23,0,0,34,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
135008,516,408,67,43,9999,0,1500,0,3820,7500,3,2,1651,456,2000,1,0,1,73,72,25,0,0,0,0,0,2192,2288,2705,1748,0,19,44,50,44,14,18,19,0,0,33,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
136008,516,408,67,43,9999,0,1500,0,3820,7500,3,2,1651,456,2000,1,0,1,72,72,24,0,0,0,0,0,2192,2288,1015,1729,0,19,42,39,27,0,14,19,0,0,23,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
137008,516,408,67,43,9999,0,1500,0,3820,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1578,1720,0,14,50,50,52,10,10,14,0,0,25,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
138008,516,408,67,43,9999,0,1500,0,3820,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1312,1724,0,15,39,35,36,0,10,15,0,0,23,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
139008,516,408,67,43,9999,0,1500,0,3820,7500,3,2,1651,456,1708,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1093,1722,0,15,52,52,54,5,14,15,0,0,21,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
140008,516,408,67,43,9999,0,1500,0,3820,7500,3,2,1651,456,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,1126,1719,0,19,38,50,42,10,5,19,0,0,22,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
141008,516,408,67,43,9999,0,1500,0,3820,7500,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1256,1806,0,15,44,38,42,5,5,15,0,0,22,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
142008,516,408,67,43,9999,0,1500,0,3820,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1290,1724,0,22,50,47,43,0,22,15,0,0,23,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
143008,516,408,67,43,9999,0,1500,0,3820,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1240,1719,0,25,42,50,45,5,25,15,0,0,22,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
144009,516,408,67,43,9999,0,1500,0,3820,7338,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1243,1723,0,19,47,42,31,18,5,19,0,0,22,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
145125,516,408,67,43,9999,0,1500,0,3803,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1336,1721,0,19,42,38,50,9,5,19,0,0,23,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
146009,516,408,67,43,9999,0,1500,0,3803,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1400,1720,0,14,57,55,63,14,10,14,0,0,23,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
147009,516,408,67,43,9999,0,1500,0,3803,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1324,1710,0,18,61,57,84,14,18,14,0,0,23,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
148009,516,408,67,43,9999,0,1500,0,3803,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1020,1716,0,19,42,44,40,9,13,19,0,0,21,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
149009,516,408,67,43,9999,0,1500,0,3803,7500,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1150,1726,0,19,38,52,39,5,18,19,0,0,22,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
150009,516,408,67,43,9999,0,1500,0,3803,7500,3,2,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1855,1720,0,14,42,47,44,13,10,14,0,0,26,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
151009,516,408,67,43,9999,0,1500,0,3803,7500,3,3,1651,492,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,1327,1970,48,14,66,63,90,14,14,14,0,0,25,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,130,100,2192,2288
152009,516,408,67,43,9999,0,1500,0,3803,7500,3,3,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1094,1951,49,19,52,56,45,5,14,19,0,0,24,0,0,12002,605,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,130,100,2192,2288
153026,526,408,67,43,9999,0,1500,0,3803,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1304,1716,0,16,50,54,43,16,10,15,0,0,22,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
154010,526,408,67,43,9999,0,1500,0,3803,7500,3,2,1651,492,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1515,1620,0,23,54,56,47,5,14,23,0,0,24,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
155009,526,408,67,43,9999,0,1500,0,3791,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1263,1724,0,18,51,50,45,0,18,15,0,0,23,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
156009,526,408,67,43,9999,0,1500,0,3791,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1147,1720,0,19,39,45,36,5,10,19,0,0,21,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
157010,526,408,67,43,9999,0,1500,0,3791,7500,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1672,1739,0,19,52,50,42,5,14,19,0,0,25,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
158010,526,408,67,43,9999,0,1500,0,3791,7500,3,3,1651,492,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,2178,1996,49,30,54,54,45,0,14,30,0,0,32,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,130,100,2192,2288
159010,526,408,67,43,9999,0,1500,0,3791,7274,3,3,1651,492,2000,1,0,1,72,72,24,0,0,0,0,0,2192,2288,792,1952,47,19,47,52,52,14,10,19,0,0,21,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,130,100,2192,2288
160010,526,408,67,43,9999,0,1500,0,3791,7500,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1005,1718,0,19,50,50,38,14,13,19,0,0,21,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
161010,526,408,67,43,9999,0,1500,0,3791,7500,3,3,1651,492,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,912,1947,48,19,47,52,42,13,19,19,0,0,23,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,130,100,2192,2288
162010,526,408,67,43,9999,0,1500,0,3791,7500,3,2,1651,492,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,789,1623,0,22,47,50,40,9,17,22,0,0,21,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
163010,526,408,67,43,9999,0,1500,0,3791,7500,3,2,1651,456,2000,1,0,1,73,72,21,0,0,0,0,0,2192,2288,1103,1723,0,15,47,44,33,9,5,15,0,0,21,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
164010,526,408,67,43,9999,0,1500,0,3791,7500,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1138,1733,0,22,42,47,38,9,22,15,0,0,21,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
165010,526,408,67,43,9999,0,1500,0,3817,7500,3,3,1651,492,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1037,1950,50,19,44,44,50,5,18,19,0,0,23,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
166010,526,408,67,43,9999,0,1500,0,3817,7500,3,3,1651,492,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1059,1943,50,21,54,54,52,13,14,21,0,0,23,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,130,100,2192,2288
167010,526,408,67,43,9999,0,1500,0,3817,7500,3,3,1651,492,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,917,1967,53,22,50,57,47,5,14,22,0,0,23,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,130,100,2192,2288
168010,526,408,67,43,9999,0,1500,0,3817,7500,3,3,1651,492,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1102,1954,49,18,55,57,69,18,10,14,0,0,24,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,130,100,2192,2288
169010,526,408,67,43,9999,0,1500,0,3817,7500,3,3,1651,492,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1239,1952,52,22,54,47,54,10,14,22,0,0,25,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,130,100,2192,2288
170011,526,408,67,43,9999,0,1500,0,3817,7500,3,2,1651,492,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,871,1621,0,15,54,50,52,5,9,15,0,0,19,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
171011,526,408,67,43,9999,0,1500,0,3817,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,982,1732,0,19,38,38,38,4,14,19,0,0,21,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
172011,526,408,67,43,9999,0,1500,0,3817,7496,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1085,1720,0,14,42,42,35,5,14,14,0,0,21,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
173028,521,408,67,43,9999,0,1500,0,3817,7500,3,2,1651,456,2000,1,0,1,72,72,23,0,0,0,0,0,2192,2288,1036,1724,0,23,52,55,75,9,18,23,0,0,21,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
174012,521,408,67,43,9999,0,1500,0,3817,7500,3,3,1651,492,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1120,1967,47,23,54,57,52,9,14,23,0,0,24,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,130,100,2192,2288
175011,521,408,67,43,9999,0,1500,0,3811,7500,3,2,1651,456,2000,1,0,1,73,72,22,0,0,0,0,0,2192,2288,1238,1720,0,15,39,42,40,0,10,15,0,0,22,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
176011,521,408,67,43,9999,0,1500,0,3811,7500,3,2,1651,456,2000,1,0,1,73,72,23,0,0,0,0,0,2192,2288,1152,1727,0,23,45,42,42,5,10,23,0,0,21,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
177011,521,408,67,43,9999,0,1500,0,3811,7500,3,2,1651,456,2000,1,0,1,72,72,22,0,0,0,0,0,2192,2288,964,1719,0,15,42,52,39,5,14,15,0,0,20,0,0,12002,606,0,370,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,100,2192,2288
